mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	Ottava:8va
19	19	72	72	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	252											
19	19	73	73	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	253											
19	19	74	74	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	254											
19	19	75	75	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	255											
20	20	76	76	0.0		0	0	Dynamic	2/2	1	1	0					sfz										
20	20	76	76	0.0		0	0	Spanner	2/2	1	1	0															
20	20	76	76	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	256		articAccentAbove									
20	20	155/2	155/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	257		articAccentAbove							43		
20	20	78	78	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	258									43		
20	20	157/2	157/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	259									43		
20	20	79	79	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	260											
20	20	76	76	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	261											
20	20	77	77	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	262											
20	20	78	78	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	263											
20	20	79	79	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	264											
21	21	161/2	161/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	265											
21	21	163/2	163/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	266									44		
21	21	82	82	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	267									44		
21	21	165/2	165/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	268									44		
21	21	83	83	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	269									44		
21	21	167/2	167/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	270											
21	21	80	80	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	271											
21	21	81	81	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	272											
21	21	82	82	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	273											
21	21	83	83	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	274											
22	22	84	84	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	275									44		
22	22	84	84	0.5		0	0	Chord	2/2	1	2	1/8		1/8	1	276											
22	22	169/2	169/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	277											
22	22	85	85	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	278		articStaccatoBelow									
22	22	171/2	171/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	279		articStaccatoBelow									
22	22	86	86	0.5		1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	280		articStaccatoBelow									
22	22	173/2	173/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	281		articStaccatoBelow									
22	22	87	87	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	282		articStaccatoBelow									
22	22	175/2	175/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	283		articStaccatoBelow									
22	22	84	84	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	284											
22	22	85	85	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	285											
22	22	86	86	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	286											
22	22	87	87	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	287											
23	23	88	88	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	288									45		
23	23	177/2	177/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	289									45		
23	23	89	89	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	290											
23	23	179/2	179/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	291									46		
23	23	90	90	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	292									46		
23	23	181/2	181/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	293											
23	23	91	91	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	294									47		
23	23	183/2	183/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	295									47		
23	23	88	88	1.5		0	0	Chord	2/2	1	2	3/8		1/4	3/2	296											
23	23	179/2	179/2	1.0		3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	297											
23	23	181/2	181/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	298											
23	23	91	91	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	299											
23	23	183/2	183/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	300											
23	23	88	88	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	301											
23	23	89	89	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	302											
23	23	90	90	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	303											
23	23	91	91	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	304											
24	24	92	92	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	305									47		
24	24	185/2	185/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	306											
24	24	187/2	187/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	307									48		
24	24	94	94	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	308									48		
24	24	189/2	189/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	309									48		
24	24	95	95	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	310											
24	24	95	95	1.0		3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	311											
24	24	92	92	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	312											
24	24	93	93	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	313											
24	24	94	94	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	314											
25	25	96	96	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	315											
25	25	193/2	193/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	316											
25	25	195/2	195/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	317									49		
25	25	98	98	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	318									49		
25	25	197/2	197/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	319									49		
25	25	99	99	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	320											
25	25	96	96	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	321											
25	25	97	97	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	322											
25	25	98	98	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	323											
25	25	99	99	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	324		articStaccatoAbove									
26	26	100	100	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	325									50		
26	26	201/2	201/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	326											
26	26	101	101	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	327		articStaccatoBelow									
26	26	203/2	203/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	328		articStaccatoBelow									
26	26	102	102	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	329		articStaccatoAbove									
26	26	205/2	205/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	330		articStaccatoAbove									
26	26	103	103	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	331		articStaccatoAbove									
26	26	207/2	207/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	332		articStaccatoAbove									
26	26	100	100	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	333											
26	26	201/2	201/2	1.0		1/8	1/8	Chord	2/2	2	1	1/4		1/4	1	334		articTenutoBelow									
26	26	203/2	203/2	1.0		3/8	3/8	Chord	2/2	2	1	1/4		1/4	1	335		articTenutoAbove									
26	26	205/2	205/2	1.5		5/8	5/8	Chord	2/2	2	1	3/8		1/4	3/2	336		articTenutoBelow									
27	27	104	104	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	337									51		
27	27	209/2	209/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	338									51		
27	27	105	105	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	339											
27	27	211/2	211/2	0.0		3/8	3/8	Spanner	2/2	1	1	0														3	
27	27	211/2	211/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	340									52	3	
27	27	106	106	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	341									52	3	
27	27	213/2	213/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	342									52	3	
27	27	107	107	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	343									52	3	
27	27	104	104	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	344											
27	27	105	105	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	345											
27	27	106	106	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	346											
27	27	107	107	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	347											
28	28	108	108	0.0		0	0	Dynamic	2/2	1	1	0					sfz										
28	28	108	108	0.0		0	0	Spanner	2/2	1	1	0															
28	28	108	108	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	348											
28	28	109	109	0.0		1/4	1/4	Spanner	2/2	1	1	0															0
28	28	219/2	219/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	349											0
28	28	110	110	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	350											0
28	28	221/2	221/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	351											0
28	28	111	111	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	352											0
28	28	108	108	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	353											
28	28	109	109	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	354											
28	28	110	110	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	355											
28	28	111	111	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	356											
29	29	112	112	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	357		articStaccatoAbove									0
29	29	225/2	225/2	0.0		1/8	1/8	Spanner	2/2	1	1	0															
29	29	227/2	227/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	358									53		
29	29	114	114	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	359									53		
29	29	229/2	229/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	360									53		
29	29	115	115	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	361									53		
29	29	231/2	231/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	362									53		
29	29	112	112	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	363											
29	29	113	113	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	364											
29	29	114	114	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	365											
29	29	115	115	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	366											
30	30	116	116	0.0		0	0	Spanner	2/2	1	1	0													53	4	
30	30	116	116	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	367									53	4	
30	30	233/2	233/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	368									53	4	
30	30	117	117	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	369										4	
30	30	235/2	235/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	370									54	4	
30	30	118	118	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	371									54	4	
30	30	237/2	237/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	372										4	
30	30	119	119	0.0		3/4	3/4	Spanner	2/2	1	1	0															
30	30	119	119	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	373									55		
30	30	239/2	239/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	374											
30	30	116	116	4.0		0	0	Chord	2/2	1	2	1		1	1	375											
30	30	116	116	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	376											
30	30	117	117	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	377											
30	30	118	118	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	378											
30	30	119	119	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	379											
31	31	120	120	0.0		0	0	Dynamic	2/2	1	1	0					mf										
31	31	120	120	0.25		0	0	Chord	2/2	1	1	1/16		1/16	1	380									56		
31	31	481/4	481/4	0.5		1/16	1/16	Chord	2/2	1	1	1/8		1/8	1	381									56		
31	31	483/4	483/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	382									56		
31	31	121	121	0.25		1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	383											
31	31	243/2	243/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	384		articStaccatoBelow									
31	31	487/4	487/4	0.5		7/16	7/16	Chord	2/2	1	1	1/8		1/8	1	385		articTenutoBelow									
31	31	489/4	489/4	0.75		9/16	9/16	Chord	2/2	1	1	3/16		1/8	3/2	386		articTenutoBelow									
31	31	123	123	0.25		3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	387		articStaccatoBelow									
31	31	493/4	493/4	0.75		13/16	13/16	Chord	2/2	1	1	3/16		1/8	3/2	388		articTenutoBelow									
31	31	120	120	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	389											
31	31	241/2	241/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	390											
31	31	121	121	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	391											
31	31	243/2	243/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	392											
31	31	122	122	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	393											
31	31	245/2	245/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	394											
31	31	123	123	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	395											
31	31	247/2	247/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	396											
32	32	124	124	0.25		0	0	Chord	2/2	1	1	1/16		1/16	1	397									57		
32	32	497/4	497/4	0.5		1/16	1/16	Chord	2/2	1	1	1/8		1/8	1	398									57		
32	32	499/4	499/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	399									57		
32	32	125	125	0.25		1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	400											
32	32	251/2	251/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	401		articStaccatoBelow									
32	32	503/4	503/4	0.5		7/16	7/16	Chord	2/2	1	1	1/8		1/8	1	402		articTenutoBelow									
32	32	505/4	505/4	0.75		9/16	9/16	Chord	2/2	1	1	3/16		1/8	3/2	403		articTenutoBelow									
32	32	127	127	0.25		3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	404		articStaccatoBelow									
32	32	509/4	509/4	0.75		13/16	13/16	Chord	2/2	1	1	3/16		1/8	3/2	405		articTenutoBelow									
32	32	124	124	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	406											
32	32	249/2	249/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	407											
32	32	125	125	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	408											
32	32	251/2	251/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	409											
32	32	126	126	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	410											
32	32	253/2	253/2	0.0		5/8	5/8	Spanner	2/2	2	1	0														5	
32	32	253/2	253/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	411										5	
32	32	127	127	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	412										5	
32	32	255/2	255/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	413										5	
33	33	128	128	0.25		0	0	Chord	2/2	1	1	1/16		1/16	1	414									58		
33	33	513/4	513/4	0.5		1/16	1/16	Chord	2/2	1	1	1/8		1/8	1	415									58		
33	33	515/4	515/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	416									58		
33	33	129	129	0.25		1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	417											
33	33	259/2	259/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	418									59		
33	33	519/4	519/4	0.5		7/16	7/16	Chord	2/2	1	1	1/8		1/8	1	419									59		
33	33	521/4	521/4	0.25		9/16	9/16	Chord	2/2	1	1	1/16		1/16	1	420									59		
33	33	261/2	261/2	0.25		5/8	5/8	Chord	2/2	1	1	1/16		1/16	1	421											
33	33	131	131	0.25		3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	422									60		
33	33	525/4	525/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	423									60		
33	33	527/4	527/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	424									60		
33	33	128	128	0.0		0	0	Dynamic	2/2	2	1	0					f										
33	33	128	128	0.0		0	0	Spanner	2/2	2	1	0															
33	33	128	128	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	425											
33	33	257/2	257/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	426											
33	33	129	129	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	427											
33	33	259/2	259/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	428											
33	33	130	130	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	429											
33	33	261/2	261/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	430											
33	33	131	131	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	431											
33	33	263/2	263/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	432											
34	34	132	132	0.25		0	0	Chord	2/2	1	1	1/16		1/16	1	433											
34	34	132	132	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	434											
34	34	265/2	265/2	0.25		1/8	1/8	Chord	2/2	2	1	1/16		1/16	1	435									61		
34	34	531/4	531/4	0.25		3/16	3/16	Chord	2/2	2	1	1/16		1/16	1	436									61		
34	34	133	133	0.25		1/4	1/4	Chord	2/2	2	1	1/16		1/16	1	437											
34	34	533/4	533/4	0.25		5/16	5/16	Chord	2/2	2	1	1/16		1/16	1	438									62		
34	34	267/2	267/2	0.0		3/8	3/8	Spanner	2/2	2	1	0													62	6	
34	34	267/2	267/2	0.25		3/8	3/8	Chord	2/2	2	1	1/16		1/16	1	439									62	6	
34	34	535/4	535/4	0.25		7/16	7/16	Chord	2/2	2	1	1/16		1/16	1	440										6	
34	34	134	134	0.25		1/2	1/2	Chord	2/2	2	1	1/16		1/16	1	441									63	6	
34	34	537/4	537/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16		1/16	1	442									63	6	
34	34	269/2	269/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16		1/16	1	443										6	
34	34	539/4	539/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16		1/16	1	444									64	6	
34	34	135	135	0.0		3/4	3/4	Spanner	2/2	2	1	0															
34	34	135	135	0.25		3/4	3/4	Chord	2/2	2	1	1/16		1/16	1	445											
34	34	541/4	541/4	0.0		13/16	13/16	Dynamic	2/2	2	1	0					ff										
35	35	136	136	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	446									65		
35	35	273/2	273/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	447									65		
35	35	137	137	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	448											
35	35	275/2	275/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	449									66		
35	35	138	138	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	450									66		
35	35	277/2	277/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	451									66		
35	35	139	139	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	452											
35	35	136	136	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	453											
35	35	137	137	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	454											
35	35	138	138	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	455											
35	35	139	139	0.0		3/4	3/4	StaffText	2/2	2	1	0							<i>sub.</i> <b><i>p</i></b>								
35	35	139	139	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	456											
36	36	140	140	0.0		0	0	Spanner	2/2	1	1	0															1
36	36	140	140	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	457									67		1
36	36	281/2	281/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	458									67		1
36	36	141	141	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	459											1
36	36	283/2	283/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	460									68		1
36	36	142	142	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	461									68		1
36	36	285/2	285/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	462									68		1
36	36	143	143	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	463											1
36	36	287/2	287/2	0.0		7/8	7/8	Spanner	2/2	1	1	0															
36	36	140	140	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	464											
36	36	141	141	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	465											
36	36	142	142	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	466											
36	36	143	143	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	467											
37	37	144	144	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	468									69		
37	37	289/2	289/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	469									69		
37	37	145	145	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	470											
37	37	291/2	291/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	471									70		
37	37	146	146	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	472									70		
37	37	147	147	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	473									70		
37	37	146	146	0.5		1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	474											
37	37	293/2	293/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	475											
37	37	147	147	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	476											
37	37	295/2	295/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	477											
37	37	144	144	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	478											
37	37	145	145	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	479											
37	37	146	146	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	480											
37	37	147	147	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	481											
38	38		148	2.0	1	0	0	Chord	2/2	1	1	1/2		1/2	1	482									70		
38	38		150	0.5	1	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	483											
38	38		301/2	1.0	1	5/8	5/8	Chord	2/2	1	1	1/4		1/4	1	484									71		
38	38		303/2	0.5	1	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	485											
38	38		148	0.5	1	0	0	Chord	2/2	1	2	1/8		1/8	1	486											
38	38		299/2	1.5	1	3/8	3/8	Chord	2/2	1	2	3/8		1/4	3/2	487											
38	38		301/2	1.5	1	5/8	5/8	Chord	2/2	1	3	3/8		1/4	3/2	488											
38	38		148	1.0	1	0	0	Chord	2/2	2	1	1/4		1/4	1	489											
38	38		149	1.0	1	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	490											
38	38		150	1.0	1	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	491											
38	38		151	1.0	1	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	492											
39	38	149	153	3.0	2	1/4	1/4	Chord	2/2	1	1	3/4		1/2	3/2	493									72		
39	38	148	152	2.0	2	0	0	Chord	2/2	1	2	1/2		1/2	1	494											
39	38	599/4	615/4	0.25	2	7/16	7/16	Chord	2/2	1	3	1/16		1/16	1	495									73		
39	38	150	154	0.75	2	1/2	1/2	Chord	2/2	1	3	3/16		1/8	3/2	496											
39	38	603/4	619/4	0.25	2	11/16	11/16	Chord	2/2	1	3	1/16		1/16	1	497									74		
39	38	151	155	1.0	2	3/4	3/4	Chord	2/2	1	3	1/4		1/4	1	498									74		
39	38	150	154	0.75	2	1/2	1/2	Chord	2/2	2	1	3/16		1/8	3/2	499											
39	38	603/4	619/4	0.25	2	11/16	11/16	Chord	2/2	2	1	1/16		1/16	1	500									75		
39	38	151	155	1.0	2	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	501									75		
39	38	150	154	1.0	2	1/2	1/2	Chord	2/2	2	2	1/4		1/4	1	502									76		
39	38	148	152	2.0	2	0	0	Chord	2/2	2	3	1/2		1/2	1	503											
40	39	153	157	3.0		1/4	1/4	Chord	2/2	1	1	3/4		1/2	3/2	504											
40	39	152	156	4.0		0	0	Chord	2/2	1	3	1		1	1	505											
40	39	152	156	4.0		0	0	Chord	2/2	2	1	1		1	1	506											
40	39	152	156	4.0		0	0	Chord	2/2	2	2	1		1	1	507											
