mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	TextLine
21	21	327/4	327/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	228							23		
21	21	82	82	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	229							23		
21	21	165/2	165/2	1.0		5/8	5/8	Chord	2/2	1	1	1/4	1/4	1	230		articTenutoAbove							
21	21	167/2	167/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	231							24		
21	21	80	80	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	232									
21	21	81	81	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	233									
21	21	82	82	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	234									
21	21	83	83	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	235									
22	22	84	84	0.3333333333333333		0	0	Chord	2/2	1	1	1/12	1/8	2/3	236							24		
22	22	253/3	253/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	237							24		
22	22	254/3	254/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	238							24		
22	22	85	85	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	239							24		
22	22	171/2	171/2	1.0		3/8	3/8	Chord	2/2	1	1	1/4	1/4	1	240		articTenutoBelow							
22	22	173/2	173/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	241		articAccentBelow							
22	22	87	87	0.25		3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	242									
22	22	349/4	349/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	243							25		
22	22	175/2	175/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	244							25		
22	22	351/4	351/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	245							25		
22	22	84	84	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	246									
22	22	85	85	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	247									
22	22	86	86	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	248									
22	22	87	87	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	249									
23	23	88	88	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	250							25		
23	23	177/2	177/2	1.0		1/8	1/8	Chord	2/2	1	1	1/4	1/4	1	251		articTenutoAbove							
23	23	179/2	179/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	252							26		
23	23	90	90	0.75		1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	253							26		
23	23	363/4	363/4	0.25		11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	254							26		
23	23	91	91	0.25		3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	255							26		
23	23	365/4	365/4	0.75		13/16	13/16	Chord	2/2	1	1	3/16	1/8	3/2	256							26		
23	23	88	88	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	257									
23	23	89	89	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	258									
23	23	90	90	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	259									
23	23	91	91	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	260									
24	24	92	92	0.3333333333333333		0	0	Chord	2/2	1	1	1/12	1/8	2/3	261							26		
24	24	277/3	277/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	262		articTenutoStaccatoAbove					26		
24	24	278/3	278/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	263		articTenutoStaccatoAbove					26		
24	24	93	93	0.0		1/4	1/4	Spanner	2/2	1	1	0												0
24	24	93	93	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	264									0
24	24	94	94	0.0		1/2	1/2	Spanner	2/2	1	1	0												
24	24	94	94	0.0		1/2	1/2	Spanner	2/2	1	1	0											3	
24	24	94	94	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	265							27	3	
24	24	95	95	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	266								3	
24	24	92	92	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	267									
24	24	93	93	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	268									
24	24	94	94	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	269							28		
24	24	95	95	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	270									
25	25	96	96	0.0		0	0	Spanner	2/2	1	1	0												
25	25	193/2	193/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	271		articAccentAbove							
25	25	97	97	3.0		1/4	1/4	Chord	2/2	1	1	3/4	1/2	3/2	272									
25	25	96	96	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	273									
25	25	97	97	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	274									
25	25	98	98	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	275									
25	25	99	99	0.0		3/4	3/4	Spanner	2/2	2	1	0												1
25	25	99	99	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	276									1
26	26	100	100	0.3333333333333333		0	0	Chord	2/2	1	1	1/12	1/8	2/3	277							29		
26	26	301/3	301/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	278							29		
26	26	302/3	302/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	279							29		
26	26	101	101	1.5		1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	280									
26	26	205/2	205/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	281		articAccentAbove					30		
26	26	103	103	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	282							30		
26	26	310/3	310/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	283							30		
26	26	311/3	311/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	284							30		
26	26	100	100	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	285									1
26	26	101	101	0.0		1/4	1/4	Spanner	2/2	2	1	0												
26	26	101	101	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	286									
26	26	102	102	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	287									
26	26	103	103	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	288									
27	27	104	104	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	289									
27	27	211/2	211/2	1.0		3/8	3/8	Chord	2/2	1	1	1/4	1/4	1	290		articTenutoAbove							
27	27	213/2	213/2	1.5		5/8	5/8	Chord	2/2	1	1	3/8	1/4	3/2	291		articTenutoBelow							
27	27	104	104	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	292									
27	27	105	105	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	293									
27	27	106	106	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	294									
27	27	107	107	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	295									
28	28	108	108	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	296							31		
28	28	217/2	217/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	297							31		
28	28	109	109	2.0		1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	298							31		
28	28	111	111	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	299									
28	28	223/2	223/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	300		articAccentAbove					32		
28	28	108	108	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	301									
28	28	109	109	0.75		1/4	1/4	Chord	2/2	2	1	3/16	1/8	3/2	302									
28	28	439/4	439/4	0.25		7/16	7/16	Chord	2/2	2	1	1/16	1/16	1	303									
28	28	110	110	0.75		1/2	1/2	Chord	2/2	2	1	3/16	1/8	3/2	304									
28	28	443/4	443/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	305									
28	28	111	111	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	306									
29	29	112	112	0.75		0	0	Chord	2/2	1	1	3/16	1/8	3/2	307							32		
29	29	451/4	451/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	308							32		
29	29	113	113	0.75		1/4	1/4	Chord	2/2	1	1	3/16	1/8	3/2	309							32		
29	29	455/4	455/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	310							32		
29	29	114	114	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	311									
29	29	346/3	346/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	312		articAccentBelow					33		
29	29	347/3	347/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	313							33		
29	29	112	112	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	314									
29	29	113	113	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	315									
29	29	114	114	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	316									
29	29	115	115	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	317									
30	30	116	116	0.75		0	0	Chord	2/2	1	1	3/16	1/8	3/2	318							33		
30	30	467/4	467/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	319									
30	30	117	117	0.25		1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	320									
30	30	235/2	235/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	321		articAccentAbove					34		
30	30	118	118	0.75		1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	322							34		
30	30	475/4	475/4	0.25		11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	323							34		
30	30	119	119	0.75		3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	324							34		
30	30	479/4	479/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	325							34		
30	30	116	116	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	326									
30	30	117	117	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	327									
30	30	118	118	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	328									
30	30	119	119	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	329									
31	31	120	120	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	330									
31	31	121	121	0.75		1/4	1/4	Chord	2/2	1	1	3/16	1/8	3/2	331		articAccentAbove					35		
31	31	487/4	487/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	332							35		
31	31	122	122	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	333							35		
31	31	367/3	367/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	334							35		
31	31	368/3	368/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	335							35		
31	31	123	123	0.75		3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	336							35		
31	31	495/4	495/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	337							35		
31	31	120	120	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	338									
31	31	121	121	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	339									
31	31	122	122	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	340									
31	31	123	123	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	341									
32	32	124	124	0.0		0	0	Spanner	2/2	1	1	0											4	
32	32	124	124	4.0		0	0	Chord	2/2	1	1	1	1	1	342								4	
32	32	124	124	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	343									
32	32	125	125	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	344									
32	32	126	126	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	345									
32	32	127	127	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	346									
32	32	126	126	1.0		1/2	1/2	Chord	2/2	2	2	1/4	1/4	1	347									
32	32	127	127	1.0		3/4	3/4	Chord	2/2	2	2	1/4	1/4	1	348									
33	33	128	128	0.0		0	0	Spanner	2/2	1	1	0												
33	33	257/2	257/2	0.0		1/8	1/8	StaffText	2/2	1	1	0						sub. 						
33	33	257/2	257/2	0.0		1/8	1/8	Dynamic	2/2	1	1	0				p								
33	33	257/2	257/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	349		articAccentAbove							
33	33	129	129	3.0		1/4	1/4	Chord	2/2	1	1	3/4	1/2	3/2	350									
33	33	128	128	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	351									
33	33	129	129	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	352									
33	33	130	130	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	353									
33	33	131	131	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	354									
34	34	132	132	0.3333333333333333		0	0	Chord	2/2	1	1	1/12	1/8	2/3	355							36		
34	34	397/3	397/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	356							36		
34	34	398/3	398/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	357							36		
34	34	133	133	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	358									
34	34	267/2	267/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	359		articAccentAbove					37		
34	34	134	134	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	360							37		
34	34	269/2	269/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	361							37		
34	34	135	135	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	362							37		
34	34	271/2	271/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	363									
34	34	132	132	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	364									
34	34	133	133	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	365									
34	34	134	134	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	366									
34	34	135	135	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	367									
35	35	136	136	0.25		0	0	Chord	2/2	1	1	1/16	1/16	1	368									
35	35	545/4	545/4	0.25		1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	369		articStaccatoAbove							
35	35	273/2	273/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	370							38		
35	35	137	137	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	371							38		
35	35	275/2	275/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	372							38		
35	35	138	138	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	373							38		
35	35	277/2	277/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	374							38		
35	35	139	139	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	375							38		
35	35	139	139	0.3333333333333333		3/4	3/4	Chord	2/2	1	2	1/12	1/8	2/3	376									
35	35	418/3	418/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	2	1/12	1/8	2/3	377									
35	35	419/3	419/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	2	1/12	1/8	2/3	378									
35	35	136	136	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	379									
35	35	137	137	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	380									
35	35	138	138	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	381									
35	35	139	139	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	382									
36	36	140	140	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	383							38		
36	36	281/2	281/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	384							38		
36	36	141	141	3.0		1/4	1/4	Chord	2/2	1	1	3/4	1/2	3/2	385									
36	36	141	141	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	386									
36	36	142	142	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	387									
36	36	285/2	285/2	1.0		5/8	5/8	Chord	2/2	1	2	1/4	1/4	1	388							39		
36	36	287/2	287/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	389							39		
36	36	140	140	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	390									
36	36	141	141	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	391									
36	36	142	142	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	392									
36	36	143	143	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	393									
37	37	144	144	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	394									
37	37	289/2	289/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	395		articAccentBelow							
37	37	145	145	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	396									
37	37	146	146	0.75		1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	397									
37	37	587/4	587/4	0.25		11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	398							40		
37	37	147	147	0.75		3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	399							40		
37	37	591/4	591/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	400							40		
37	37	144	144	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	401									
37	37	145	145	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	402									
37	37	146	146	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	403									
37	37	147	147	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	404									
38	38	148	148	0.3333333333333333		0	0	Chord	2/2	1	1	1/12	1/8	2/3	405							40		
38	38	445/3	445/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	406							40		
38	38	446/3	446/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	407							40		
38	38	149	149	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	408							40		
38	38	299/2	299/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	409							40		
38	38	150	150	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	410									
38	38	301/2	301/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	411							41		
38	38	151	151	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	412							41		
38	38	303/2	303/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	413							41		
38	38	148	148	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	414									
38	38	149	149	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	415									
38	38	150	150	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	416									
38	38	151	151	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	417									
39	39	152	152	0.25		0	0	Chord	2/2	1	1	1/16	1/16	1	418							41		
39	39	609/4	609/4	0.5		1/16	1/16	Chord	2/2	1	1	1/8	1/8	1	419							41		
39	39	611/4	611/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	420							41		
39	39	153	153	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	421									
39	39	154	154	0.25		1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	422							42		
39	39	617/4	617/4	0.75		9/16	9/16	Chord	2/2	1	1	3/16	1/8	3/2	423							42		
39	39	155	155	0.25		3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	424									
39	39	311/2	311/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	425		articAccentBelow							
39	39	152	152	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	426									
39	39	153	153	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	427									
39	39	154	154	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	428									
39	39	155	155	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	429									
40	40		156	4.0	1	0	0	Chord	2/2	1	1	1	1	1	430									
40	40		156	1.0	1	0	0	Chord	2/2	2	1	1/4	1/4	1	431									
40	40		157	1.0	1	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	432									
40	40		158	1.0	1	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	433							43		
40	40		159	1.0	1	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	434									
40	40		158	1.0	1	1/2	1/2	Chord	2/2	2	3	1/4	1/4	1	435									
40	40		159	1.0	1	3/4	3/4	Chord	2/2	2	3	1/4	1/4	1	436									
41	40	156	160	2.0	2	0	0	Chord	2/2	1	1	1/2	1/2	1	437							44		
41	40	158	162	0.5	2	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	438									
41	40	317/2	325/2	1.5	2	5/8	5/8	Chord	2/2	1	1	3/8	1/4	3/2	439		articAccentBelow							
41	40	156	160	1.0	2	0	0	Chord	2/2	2	1	1/4	1/4	1	440									
41	40	157	161	1.0	2	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	441									
41	40	158	162	1.0	2	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	442									
41	40	159	163	1.0	2	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	443									
42	41	325/2	333/2	0.0	2	5/8	5/8	Dynamic	2/2	1	1	0				pp								
42	41	325/2	333/2	1.5	2	5/8	5/8	Chord	2/2	1	1	3/8	1/4	3/2	444									
42	41	160	164	4.0	2	0	0	Chord	2/2	1	2	1	1	1	445									
42	41	160	164	0.5	2	0	0	Chord	2/2	1	3	1/8	1/8	1	446									
42	41	321/2	329/2	1.0	2	1/8	1/8	Chord	2/2	1	3	1/4	1/4	1	447									
42	41	323/2	331/2	0.5	2	3/8	3/8	Chord	2/2	1	3	1/8	1/8	1	448									
42	41	162	166	2.0	2	1/2	1/2	Chord	2/2	1	3	1/2	1/2	1	449									
42	41	160	164	1.0	2	0	0	Chord	2/2	2	1	1/4	1/4	1	450									
42	41	161	165	1.0	2	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	451									
42	41	162	166	1.0	2	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	452									
42	41	163	167	1.0	2	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	453									
