mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	2/4	2	1		D.IM7(9){	D	I		IM7(9)		I	M	7	9			{	MM7	0	0	0, 4, 1, 5	2	0	0
2	2	2	2	2.0	0	0	2/4	2	1		V7(139)/IV	D	I		V7(139)/IV		V		7	139	IV			Mm7	0	0	0, 4, 1, -2	3, 2	0	0
3	3	4	4	1.5	0	0	2/4	2	1		IV7(9)	D	I		IV7(9)		IV		7	9				Mm7	0	0	-1, 3, 0, -3	1	-1	-1
3	3	11/2	11/2	0.5	3/8	3/8	2/4	2	1		V7(6)	D	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
4	4	6	6	2.0	0	0	2/4	2	1		bV7(+9^#5^2)|HC}	D	I		bV7(+9^#5^2)		bV		7	+9^#5^2		HC	}	Mm7	0	0	-6, 3, 2, -8	3	-6	-6
5	5	8	8	2.0	0	0	2/4	2	1		IM7(9){	D	I		IM7(9)		I	M	7	9			{	MM7	0	0	0, 4, 1, 5	2	0	0
6	6	10	10	1.0	0	0	2/4	2	1		V7(11)/bII	D	I		V7(11)/bII		V		7	11	bII			Mm7	0	0	-4, 0, -3, -6	-5	-4	-4
6	6	11	11	1.0	1/4	1/4	2/4	2	1		V(139)/bII	D	I		V(139)/bII		V			139	bII			M	0	0	-4, 0, -3	-1, -2	-4	-4
7	7	12	12	1.25	0	0	2/4	2	1		V2(9)/IV	D	I		V2(9)/IV		V		2	9	IV			Mm7	0	0	-2, 0, 4, 1	2	0	-2
7	7	53/4	53/4	0.25	5/16	5/16	2/4	2	1		Fr7	D	I		Fr7	Fr	V		7	b5	V			Fr	0	0	2, 6, -4, 0		2	2
7	7	27/2	27/2	0.5	3/8	3/8	2/4	2	1		Fr7/IV	D	I		Fr7/IV	Fr	V		7	b5	V/IV			Fr	0	0	1, 5, -5, -1		1	1
8	8	14	14	0.5	0	0	2/4	2	1		V7/bII	D	I		V7/bII		V		7		bII			Mm7	0	0	-4, 0, -3, -6		-4	-4
8	8	29/2	29/2	0.5	1/8	1/8	2/4	2	1		V65(b5)	D	I		V65(b5)		V		65	b5				Mm7	0	0	5, -5, -1, 1		1	5
8	8	15	15	1.0	1/4	1/4	2/4	2	1		I7|PAC}	D	I		I7		I		7			PAC	}	Mm7	0	0	0, 4, 1, -2		0	0
9	9	16	16	2.0	0	0	2/4	2	1		IV7(9){	D	I		IV7(9)		IV		7	9			{	Mm7	0	0	-1, 3, 0, -3	1	-1	-1
10	10	18	18	2.0	0	0	2/4	2	1		vii%2(11)/bI	D	I		vii%2(11)/bI		vii	%	2	11	bI			%7	0	0	-4, -2, -5, -8	-3	-2	-4
11	11	20	20	2.0	0	0	2/4	2	1		vii%7(11)/vi	D	I		vii%7(11)/vi		vii	%	7	11	vi			%7	0	0	1, -2, -5, -1	0	1	1
12	12	22	22	2.0	0	0	2/4	2	1		IM7(139)/vi|IAC}	D	I		IM7(139)/vi		I	M	7	139	vi	IAC	}	MM7	0	0	3, 7, 4, 8	-1, 5	3	3
13	13	24	24	2.0	0	0	2/4	2	1		IV7(9){	D	I		IV7(9)		IV		7	9			{	Mm7	0	0	-1, 3, 0, -3	1	-1	-1
14	14	26	26	2.0	0	0	2/4	2	1		bIVM43(11)	D	I		bIVM43(11)		bIV	M	43	11				MM7	0	0	-7, -3, -8, -4	5	-8	-7
15	15	28	28	1.5	0	0	2/4	2	1		IIM65	D	I		IIM65		II	M	65					MM7	0	0	6, 3, 7, 2		2	6
15	15	59/2	59/2	0.75	3/8	3/8	2/4	2	1		vii7(9)	D	I		vii7(9)		vii		7	9				mm7	0	0	5, 2, 6, 3	0	5	5
16	16	121/4	121/4	1.75	1/16	1/16	2/4	2	1		V65|HC}	D	I		V65		V		65			HC	}	Mm7	0	0	5, 2, -1, 1		1	5
17	17	32	32	2.0	0	0	2/4	2	1		IM7(9){	D	I		IM7(9)		I	M	7	9			{	MM7	0	0	0, 4, 1, 5	2	0	0
18	18	34	34	2.0	0	0	2/4	2	1		V7(139)/IV	D	I		V7(139)/IV		V		7	139	IV			Mm7	0	0	0, 4, 1, -2	3, 2	0	0
19	19	36	36	1.5	0	0	2/4	2	1		IV7(9)	D	I		IV7(9)		IV		7	9				Mm7	0	0	-1, 3, 0, -3	1	-1	-1
19	19	75/2	75/2	0.5	3/8	3/8	2/4	2	1		V7(b6)	D	I		V7(b6)		V		7	b6				Mm7	0	0	1, 5, -3, -1		1	1
20	20	38	38	2.0	0	0	2/4	2	1		I(11)/bV|HC}	D	I		I(11)/bV		I			11	bV	HC	}	M	0	0	-6, -2, -5	-7	-6	-6
21	21	40	40	2.0	0	0	2/4	2	1		IM7(9){	D	I		IM7(9)		I	M	7	9			{	MM7	0	0	0, 4, 1, 5	2	0	0
22	22	42	42	1.0	0	0	2/4	2	1		V7(11)/bII	D	I		V7(11)/bII		V		7	11	bII			Mm7	0	0	-4, 0, -3, -6	-5	-4	-4
22	22	43	43	1.0	1/4	1/4	2/4	2	1		V(139)/bII	D	I		V(139)/bII		V			139	bII			M	0	0	-4, 0, -3	-1, -2	-4	-4
23	23	44	44	1.25	0	0	2/4	2	1		V2(9)/IV	D	I		V2(9)/IV		V		2	9	IV			Mm7	0	0	-2, 0, 4, 1	2	0	-2
23	23	181/4	181/4	0.25	5/16	5/16	2/4	2	1		Fr7	D	I		Fr7	Fr	V		7	b5	V			Fr	0	0	2, 6, -4, 0		2	2
23	23	91/2	91/2	0.5	3/8	3/8	2/4	2	1		Fr7/IV	D	I		Fr7/IV	Fr	V		7	b5	V/IV			Fr	0	0	1, 5, -5, -1		1	1
24	24	46	46	0.5	0	0	2/4	2	1		V7/bII	D	I		V7/bII		V		7		bII			Mm7	0	0	-4, 0, -3, -6		-4	-4
24	24	93/2	93/2	0.5	1/8	1/8	2/4	2	1		V65(b5)	D	I		V65(b5)		V		65	b5				Mm7	0	0	5, -5, -1, 1		1	5
24	24	47	47	1.0	1/4	1/4	2/4	2	1		I7|PAC}	D	I		I7		I		7			PAC	}	Mm7	0	0	0, 4, 1, -2		0	0
25	25	48	48	2.0	0	0	2/4	2	1		I[bVI65(11#9){	D	I	I	bVI65(11#9)		bVI		65	11#9			{	Mm7	0	0	0, -3, -6, -4	2, 12	-4	0
26	26	50	50	2.0	0	0	2/4	2	1		ii2	D	I	I	ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
27	27	52	52	2.0	0	0	2/4	2	1		bVI65(11#9)]	D	I	I	bVI65(11#9)		bVI		65	11#9				Mm7	0	0	0, -3, -6, -4	2, 12	-4	0
28	28	54	54	2.0	0	0	2/4	2	1		vii%65(9)/IV	D	I		vii%65(9)/IV		vii	%	65	9	IV			%7	0	0	1, -2, 2, 4	-1	4	1
29	29	56	56	2.0	0	0	2/4	2	1		iM7/IV	D	I		iM7/IV		i	M	7		IV			mM7	0	0	-1, -4, 0, 4		-1	-1
30	30	58	58	1.5	0	0	2/4	2	1		V43/iii	D	I		V43/iii		V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6
30	30	119/2	119/2	0.5	3/8	3/8	2/4	2	1		ii%65	D	I		ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
31	31	60	60	1.5	0	0	2/4	2	1		V43/ii	D	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
31	31	123/2	123/2	0.5	3/8	3/8	2/4	2	1		ii%65/bI	D	I		ii%65/bI		ii	%	65		bI			%7	0	0	-8, -11, -7, -5		-5	-8
32	32	62	62	2.0	0	0	2/4	2	1		V43|HC}	D	I		V43		V		43			HC	}	Mm7	0	0	2, -1, 1, 5		1	2
33	33	64	64	2.0	0	0	2/4	2	1		I[bVI65(11#9){	D	I	I	bVI65(11#9)		bVI		65	11#9			{	Mm7	0	0	0, -3, -6, -4	2, 12	-4	0
34	34	66	66	2.0	0	0	2/4	2	1		ii2	D	I	I	ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
35	35	68	68	2.0	0	0	2/4	2	1		bVI65(11#9)]	D	I	I	bVI65(11#9)		bVI		65	11#9				Mm7	0	0	0, -3, -6, -4	2, 12	-4	0
36	36	70	70	2.0	0	0	2/4	2	1		vii%65(9)/IV	D	I		vii%65(9)/IV		vii	%	65	9	IV			%7	0	0	1, -2, 2, 4	-1	4	1
37	37	72	72	2.0	0	0	2/4	2	1		iM7/IV	D	I		iM7/IV		i	M	7		IV			mM7	0	0	-1, -4, 0, 4		-1	-1
38	38	74	74	0.75	0	0	2/4	2	2		V2/VI	D	I		V2/VI		V		2		VI			Mm7	0	0	2, 4, 8, 5		4	2
38	38	299/4	299/4	0.75	3/16	3/16	2/4	2	2		V7(b9#5)/bII	D	I		V7(b9#5)/bII		V		7	b9#5	bII			Mm7	0	0	-4, 0, 4, -6	-9	-4	-4
38	38	151/2	151/2	0.5	3/8	3/8	2/4	2	2		V7(119)/bI	D	I		V7(119)/bI		V		7	119	bI			Mm7	0	0	-6, -2, -5, -8	-7, -4	-6	-6
39	39	76	76	1.5	0	0	2/4	2	1		IV7(9)	D	I		IV7(9)		IV		7	9				Mm7	0	0	-1, 3, 0, -3	1	-1	-1
39	39	155/2	155/2	0.5	3/8	3/8	2/4	2	1		V7(6)	D	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
40	40		78		0	0	2/4	2	1	1	I(11)/bV	D	I		I(11)/bV		I			11	bV			M	0	0	-6, -2, -5	-7	-6	-6
40	40		157/2		1/8	1/8	2/4	2	1	1	V65(b5)	D	I		V65(b5)		V		65	b5				Mm7	0	0	5, -5, -1, 1		1	5
40	40		79		1/4	1/4	2/4	2	1	1	I7|PAC}	D	I		I7		I		7			PAC	}	Mm7	0	0	0, 4, 1, -2		0	0
41	40	78	80	0.5	0	0	2/4	2	1	2	I(11)/bV	D	I		I(11)/bV		I			11	bV			M	0	0	-6, -2, -5	-7	-6	-6
41	40	157/2	161/2	0.5	1/8	1/8	2/4	2	1	2	V65(b5)	D	I		V65(b5)		V		65	b5				Mm7	0	0	5, -5, -1, 1		1	5
41	40	79	81	1.0	1/4	1/4	2/4	2	1	2	I7|PAC}	D	I		I7		I		7			PAC	}	Mm7	0	0	0, 4, 1, -2		0	0
