mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	2	1	D.V7(13+9)/V{		D	I		V7(13+9)/V	V		7	13+9	V		{	Mm7	0	0	4, 8, 5, 2	7, 6	4	4	1	7	0.125	0.25	2.25	0.1
1	1	1/2	1/2	2/2	2	1	V7(9)		D	I		V7(9)	V		7	9				Mm7	0	0	3, 7, 4, 1	5	3	3	3	11	0.21428571428571427	0.3125	2.1875	0.125
2	2	0	0	2/2	2	1	V7(13+9)/V		D	I		V7(13+9)/V	V		7	13+9	V			Mm7	0	0	4, 8, 5, 2	7, 6	4	4	1	9	0.1	0.25	2.25	0.1
2	2	1/2	1/2	2/2	2	1	V7(9)		D	I		V7(9)	V		7	9				Mm7	0	0	3, 7, 4, 1	5	3	3	3	11	0.21428571428571427	0.375	2.125	0.15
3	3	0	0	2/2	2	1	V7(13+9)/V		D	I		V7(13+9)/V	V		7	13+9	V			Mm7	0	0	4, 8, 5, 2	7, 6	4	4	2	14	0.125	0.5	2.25	0.18181818181818182
3	3	1/2	1/2	2/2	2	1	V7(9)		D	I		V7(9)	V		7	9				Mm7	0	0	3, 7, 4, 1	5	3	3	1	12	0.07692307692307693	0.08333333333333333	2.1666666666666665	0.037037037037037035
4	4	0	0	2/2	2	1	V7(9)/vi		D	I		V7(9)/vi	V		7	9	vi			Mm7	0	0	6, 10, 7, 4	1	6	6	5	12	0.29411764705882354	0.9166666666666666	3.5833333333333335	0.2037037037037037
5	5	0	0	2/2	2	1	V7(#13+9)/ii		D	I		V7(#13+9)/ii	V		7	#13+9	ii			Mm7	0	0	5, 9, 6, 3	8, 0	5	5	2	6	0.25	0.75	1.75	0.3
5	5	1/2	1/2	2/2	2	1	V7(+9)/V		D	I		V7(+9)/V	V		7	+9	V			Mm7	0	0	4, 8, 5, 2	6	4	4	4	10	0.2857142857142857	0.5625	1.9375	0.225
6	6	0	0	2/2	2	1	V7(#11b9)/bVII		D	I		V7(#11b9)/bVII	V		7	#11b9	bVII			Mm7	0	0	1, 5, 2, -1	7, -4	1	1	6	10	0.375	0.75	1.75	0.3
6	6	1/2	1/2	2/2	2	1	V7(b10b9)/bVI		D	I		V7(b10b9)/bVI	V		7	b10b9	bVI			Mm7	0	0	-1, 3, 0, -3	-4, -6	-1	-1	8	6	0.5714285714285714	1.0	1.5	0.4
7	7	0	0	2/2	2	1	V7(139)/V		D	I		V7(139)/V	V		7	139	V			Mm7	0	0	4, 8, 5, 2	7, 6	4	4	2	12	0.14285714285714285	0.375	2.125	0.15
7	7	1/2	1/2	2/2	2	1	V7(13+9)/IV		D	I		V7(13+9)/IV	V		7	13+9	IV			Mm7	0	0	2, 6, 3, 0	5, 4	2	2	4	9	0.3076923076923077	0.5625	1.875	0.23076923076923078
8	8	0	0	2/2	2	1	V7(9)/iii|HC}		D	I		V7(9)/iii	V		7	9	iii	HC	}	Mm7	0	0	7, 11, 8, 5	2	7	7	2	6	0.25	1.25	2.25	0.35714285714285715
8	8	1/2	1/2	2/2	2	1	V7(9)/bII		D	I		V7(9)/bII	V		7	9	bII			Mm7	0	0	-2, 2, -1, -4	0	-2	-2	0	6	0.0	0.0	1.5	0.0
8	8	3/4	3/4	2/2	2	1	V7(9)/II		D	I		V7(9)/II	V		7	9	II			Mm7	0	0	5, 9, 6, 3	7	5	5	0	6	0.0	0.0	1.5	0.0
9	9	0	0	2/2	2	1	V7(139)/V{		D	I		V7(139)/V	V		7	139	V		{	Mm7	0	0	4, 8, 5, 2	7, 6	4	4	1	9	0.1	0.25	3.0	0.07692307692307693
9	9	1/2	1/2	2/2	2	1	V7(#11)/bVII		D	I		V7(#11)/bVII	V		7	#11	bVII			Mm7	0	0	1, 5, 2, -1	7	1	1	1	5	0.16666666666666666	0.25	1.25	0.16666666666666666
10	10	0	0	2/2	2	1	V7(#11)/vi		D	I		V7(#11)/vi	V		7	#11	vi			Mm7	0	0	6, 10, 7, 4	12	6	6	4	12	0.25	0.5	2.0	0.2
10	10	1/2	1/2	2/2	2	1	V7(b9)/bVI		D	I		V7(b9)/bVI	V		7	b9	bVI			Mm7	0	0	-1, 3, 0, -3	-6	-1	-1	9	7	0.5625	1.125	1.375	0.45
11	11	0	0	2/2	2	1	V7(13+9)/V		D	I		V7(13+9)/V	V		7	13+9	V			Mm7	0	0	4, 8, 5, 2	7, 6	4	4	2	14	0.125	0.375	2.125	0.15
11	11	1/2	1/2	2/2	2	1	V7(b9)		D	I		V7(b9)	V		7	b9				Mm7	0	0	3, 7, 4, 1	-2	3	3	6	8	0.42857142857142855	0.5	2.0	0.2
12	12	0	0	2/2	2	1	V7(9)/vi		D	I		V7(9)/vi	V		7	9	vi			Mm7	0	0	6, 10, 7, 4	1	6	6	5	12	0.29411764705882354	1.25	2.75	0.3125
12	12	1/2	1/2	2/2	2	1	IV[V7(9)/vi]		D	I	IV	V7(9)/vi	V		7	9	vi			Mm7	0	0	6, 10, 7, 4	1	6	6	5	10	0.3333333333333333	0.5	1.75	0.2222222222222222
13	13	0	0	2/2	2	1	V7(#13+9)/ii		D	I		V7(#13+9)/ii	V		7	#13+9	ii			Mm7	0	0	5, 9, 6, 3	8, 0	5	5	4	6	0.4	0.875	1.625	0.35
13	13	1/2	1/2	2/2	2	1	V7(13+9)/IV		D	I		V7(13+9)/IV	V		7	13+9	IV			Mm7	0	0	2, 6, 3, 0	5, 4	2	2	6	10	0.375	0.6666666666666666	1.8333333333333333	0.26666666666666666
14	14	0	0	2/2	2	1	V7(b13b10)/bVI		D	I		V7(b13b10)/bVI	V		7	b13b10	bVI			Mm7	0	0	-1, 3, 0, -3	-5, -4	-1	-1	6	6	0.5	1.25	1.5	0.45454545454545453
14	14	1/2	1/2	2/2	2	1	V7(#11b9)/bVII		D	I		V7(#11b9)/bVII	V		7	#11b9	bVII			Mm7	0	0	1, 5, 2, -1	7, -4	1	1	2	6	0.25	0.625	1.625	0.2777777777777778
15	15	0	0	2/2	2	1	V7(b10b9)/bVI		D	I		V7(b10b9)/bVI	V		7	b10b9	bVI			Mm7	0	0	-1, 3, 0, -3	-4, -6	-1	-1	8	6	0.5714285714285714	1.0	1.5	0.4
15	15	1/2	1/2	2/2	2	1	V7(9)/V		D	I		V7(9)/V	V		7	9	V			Mm7	0	0	4, 8, 5, 2	6	4	4	3	12	0.2	0.4375	2.0625	0.175
16	16	0	0	2/2	2	1	V7(9)/iii|HC}		D	I		V7(9)/iii	V		7	9	iii	HC	}	Mm7	0	0	7, 11, 8, 5	2	7	7	2	6	0.25	1.25	2.25	0.35714285714285715
16	16	1/2	1/2	2/2	2	1	V7(9)/bII		D	I		V7(9)/bII	V		7	9	bII			Mm7	0	0	-2, 2, -1, -4	0	-2	-2	0	6	0.0	0.0	1.5	0.0
16	16	3/4	3/4	2/2	2	1	V7(9)/II		D	I		V7(9)/II	V		7	9	II			Mm7	0	0	5, 9, 6, 3	7	5	5	0	6	0.0	0.0	1.5	0.0
17	17	0	0	2/2	2	1	V7(13+9)/V{		D	I		V7(13+9)/V	V		7	13+9	V		{	Mm7	0	0	4, 8, 5, 2	7, 6	4	4	2	8	0.2	0.375	2.0	0.15789473684210525
17	17	1/2	1/2	2/2	2	1	V7(9)		D	I		V7(9)	V		7	9				Mm7	0	0	3, 7, 4, 1	5	3	3	5	10	0.3333333333333333	0.8333333333333334	1.6666666666666667	0.33333333333333337
18	18	0	0	2/2	2	1	V7(9)/vi		D	I		V7(9)/vi	V		7	9	vi			Mm7	0	0	6, 10, 7, 4	1	6	6	5	9	0.35714285714285715	0.6875	1.6875	0.2894736842105263
18	18	1/2	1/2	2/2	2	1	V7(13+9)/V		D	I		V7(13+9)/V	V		7	13+9	V			Mm7	0	0	4, 8, 5, 2	7, 6	4	4	2	12	0.14285714285714285	0.3125	1.9375	0.1388888888888889
19	19	0	0	2/2	2	1	V7/IV		D	I		V7/IV	V		7		IV			Mm7	0	0	2, 6, 3, 0		2	2	3	7	0.3	1.0625	1.8125	0.3695652173913043
19	19	1/2	1/2	2/2	2	1	V7(#11)/bVII		D	I		V7(#11)/bVII	V		7	#11	bVII			Mm7	0	0	1, 5, 2, -1	7	1	1	5	7	0.4166666666666667	0.5833333333333334	1.4166666666666667	0.2916666666666667
20	20	0	0	2/2	2	1	V7(+9)/vi		D	I		V7(+9)/vi	V		7	+9	vi			Mm7	0	0	6, 10, 7, 4	1	6	6	4	7	0.36363636363636365	0.75	2.5	0.23076923076923078
20	20	5/8	5/8	2/2	2	1	V7(9)/bVI		D	I		V7(9)/bVI	V		7	9	bVI			Mm7	0	0	-1, 3, 0, -3	1	-1	-1	0	5	0.0	0.0	1.25	0.0
20	20	7/8	7/8	2/2	2	1	V7(9)/V		D	I		V7(9)/V	V		7	9	V			Mm7	0	0	4, 8, 5, 2	6	4	4	0	5	0.0	0.0	0.625	0.0
21	21	0	0	2/2	2	1	V7(9)/ii		D	I		V7(9)/ii	V		7	9	ii			Mm7	0	0	5, 9, 6, 3	0	5	5	4	8	0.3333333333333333	0.4375	1.6875	0.20588235294117646
21	21	1/2	1/2	2/2	2	1	V7(13)/V		D	I		V7(13)/V	V		7	13	V			Mm7	0	0	4, 8, 5, 2	7	4	4	1	11	0.08333333333333333	0.25	2.25	0.1
22	22	0	0	2/2	2	1	V7(13+9)/IV		D	I		V7(13+9)/IV	V		7	13+9	IV			Mm7	0	0	2, 6, 3, 0	5, 4	2	2	6	10	0.375	0.75	2.0	0.2727272727272727
22	22	1/2	1/2	2/2	2	1	V7(9)/iii		D	I		V7(9)/iii	V		7	9	iii			Mm7	0	0	7, 11, 8, 5	2	7	7	7	9	0.4375	1.0	1.25	0.4444444444444444
23	23	0	0	2/2	2	1	V7(#11b9)/bVII		D	I		V7(#11b9)/bVII	V		7	#11b9	bVII			Mm7	0	0	1, 5, 2, -1	7, -4	1	1	4	8	0.3333333333333333	0.75	1.75	0.3
23	23	1/2	1/2	2/2	2	1	V7(b9)/bVI		D	I		V7(b9)/bVI	V		7	b9	bVI			Mm7	0	0	-1, 3, 0, -3	-6	-1	-1	8	6	0.5714285714285714	1.1875	1.3125	0.475
24	24	0	0	2/2	2	1	V(9)/V		D	I		V(9)/V	V			9	V			M	0	0	4, 8, 5	6	4	4	3	12	0.2	0.5833333333333334	2.1666666666666665	0.21212121212121213
24	24	1/2	1/2	2/2	2	1	V7(+9)/bV		D	I		V7(+9)/bV	V		7	+9	bV			Mm7	0	0	-3, 1, -2, -5	-1	-3	-3	0	7	0.0	0.0	1.75	0.0
24	24	3/4	3/4	2/2	2	1	V7(#11+9)/IV		D	I		V7(#11+9)/IV	V		7	#11+9	IV			Mm7	0	0	2, 6, 3, 0	8, 4	2	2	0	7	0.0	0.0	1.75	0.0
25	25	0	0	2/2	2	1	bVI64(#11#8)|DC		D	I		bVI64(#11#8)	bVI		64	#11#8		DC		M	0	0	-1, -2, 2	11	-2	-1	2	3	0.4	0.25	0.75	0.25
25	25	1/4	1/4	2/2	2	1	i64(139)		D	I		i64(139)	i		64	139				m	0	0	3, 2, -1	5, 4	2	3	0	5	0.0	0.0	2.25	0.0
25	25	1/2	1/2	2/2	2	1	V7/bI		D	I		V7/bI	V		7		bI			Mm7	0	0	-4, 0, -3, -6		-4	-4	0	3	0.0	0.0	0.75	0.0
25	25	3/4	3/4	2/2	2	1	V7/bV		D	I		V7/bV	V		7		bV			Mm7	0	0	-3, 1, -2, -5		-3	-3	0	3	0.0	0.0	0.75	0.0
26	26	0	0	2/2	2	1	V7(139)/bVII		D	I		V7(139)/bVII	V		7	139	bVII			Mm7	0	0	1, 5, 2, -1	4, 3	1	1	5	9	0.35714285714285715	0.5833333333333334	2.1666666666666665	0.21212121212121213
26	26	1/2	1/2	2/2	2	1	biii(b13)		D	I		biii(b13)	biii			b13				m	0	0	-1, -4, 0	-5	-1	-1	2	3	0.4	0.25	0.75	0.25
26	26	3/4	3/4	2/2	2	1	bii		D	I		bii	bii							m	0	0	-3, -6, -2		-3	-3	6	3	0.6666666666666666	0.5	0.75	0.4
27	27	0	0	2/2	2	1	V7(13+9)/IV		D	I		V7(13+9)/IV	V		7	13+9	IV			Mm7	0	0	2, 6, 3, 0	5, 4	2	2	1	9	0.1	0.25	2.5	0.09090909090909091
27	27	1/2	1/2	2/2	2	1	V(b13b9)/biii		D	I		V(b13b9)/biii	V			b13b9	biii			M	0	0	0, 4, 1	-11, -12	0	0	4	4	0.5	1.25	1.0	0.5555555555555556
28	28	0	0	2/2	2	1	V7(139)/II		D	I		V7(139)/II	V		7	139	II			Mm7	0	0	5, 9, 6, 3	8, 7	5	5	4	20	0.16666666666666666	0.5	4.25	0.10526315789473684
29	29	0	0	2/2	2	1	V7(9)/V|HC}		D	I		V7(9)/V	V		7	9	V	HC	}	Mm7	0	0	4, 8, 5, 2	6	4	4	6	8	0.42857142857142855	0.6875	1.8125	0.275
29	29	1/2	1/2	2/2	2	1	iM7(#11)		D	I		iM7(#11)	i	M	7	#11				mM7	0	0	2, -1, 3, 7	8	2	2	0	5	0.0	0.0	1.25	0.0
29	29	3/4	3/4	2/2	2	1	#i7(119)		D	I		#i7(119)	#i		7	119				mm7	0	0	9, 6, 10, 7	1, 4	9	9	2	5	0.2857142857142857	0.16666666666666666	0.9166666666666666	0.15384615384615385
30	30	0	0	2/2	2	1	V7(13+9)/V{		D	I		V7(13+9)/V	V		7	13+9	V		{	Mm7	0	0	4, 8, 5, 2	7, 6	4	4	3	11	0.21428571428571427	0.375	2.0	0.15789473684210525
30	30	1/2	1/2	2/2	2	1	V7(#11b9)/bVII		D	I		V7(#11b9)/bVII	V		7	#11b9	bVII			Mm7	0	0	1, 5, 2, -1	7, -4	1	1	6	9	0.4	0.8125	1.9375	0.29545454545454547
31	31	0	0	2/2	2	1	V7(9)/vi		D	I		V7(9)/vi	V		7	9	vi			Mm7	0	0	6, 10, 7, 4	1	6	6	4	9	0.3076923076923077	0.625	1.875	0.25
31	31	1/2	1/2	2/2	2	1	biii(9)		D	I		biii(9)	biii			9				m	0	0	-1, -4, 0	1	-1	-1	4	5	0.4444444444444444	0.3333333333333333	0.9166666666666666	0.26666666666666666
31	31	3/4	3/4	2/2	2	1	ii(#139)		D	I		ii(#139)	ii			#139				m	0	0	4, 1, 5	14, 6	4	4	3	4	0.42857142857142855	0.4375	0.8125	0.35
32	32	0	0	2/2	2	1	V7(9)/bV		D	I		V7(9)/bV	V		7	9	bV			Mm7	0	0	-3, 1, -2, -5	-1	-3	-3	1	7	0.125	0.25	3.25	0.07142857142857142
32	32	1/2	1/2	2/2	2	2	V7(9)/IV		D	I		V7(9)/IV	V		7	9	IV			Mm7	0	0	2, 6, 3, 0	4	2	2	0	5	0.0	0.0	1.25	0.0
32	32	3/4	3/4	2/2	2	2	V7/iii		D	I		V7/iii	V		7		iii			Mm7	0	0	7, 11, 8, 5		7	7	0	5	0.0	0.0	1.25	0.0
33	33	0	0	2/2	2	1	V7(#11b9)/biii		D	I		V7(#11b9)/biii	V		7	#11b9	biii			Mm7	0	0	0, 4, 1, -2	6, -12	0	0	3	7	0.3	1.125	2.125	0.34615384615384615
33	33	1/2	1/2	2/2	2	1	V7/bV		D	I		V7/bV	V		7		bV			Mm7	0	0	-3, 1, -2, -5		-3	-3	1	5	0.16666666666666666	0.25	1.25	0.16666666666666666
34	34	0	0	2/2	2	1	V65(13)/V		D	I		V65(13)/V	V		65	13	V			Mm7	0	0	8, 5, 2, 4	7	4	8	2	7	0.2222222222222222	0.16666666666666666	1.0833333333333333	0.13333333333333333
34	34	1/4	1/4	2/2	2	1	#i7		D	I		#i7	#i		7					mm7	0	0	9, 6, 10, 7		9	9	0	7	0.0	0.0	1.25	0.0
34	34	1/2	1/2	2/2	2	1	V65(13)/V		D	I		V65(13)/V	V		65	13	V			Mm7	0	0	8, 5, 2, 4	7	4	8	4	10	0.2857142857142857	0.625	1.875	0.25
35	35	0	0	2/2	2	1	#i7		D	I		#i7	#i		7					mm7	0	0	9, 6, 10, 7		9	9	0	9	0.0	0.0	1.25	0.0
35	35	1/4	1/4	2/2	2	1	V65(13)/V		D	I		V65(13)/V	V		65	13	V			Mm7	0	0	8, 5, 2, 4	7	4	8	4	10	0.2857142857142857	0.625	1.875	0.25
35	35	3/4	3/4	2/2	2	1	biiiM7(#11)		D	I		biiiM7(#11)	biii	M	7	#11				mM7	0	0	-1, -4, 0, 4	12	-1	-1	3	4	0.42857142857142855	0.25	1.0	0.2
36	36	0	0	2/2	2	1	V7(9)/vi|HC}		D	I		V7(9)/vi	V		7	9	vi	HC	}	Mm7	0	0	6, 10, 7, 4	1	6	6	4	9	0.3076923076923077	0.75	2.5	0.23076923076923078
36	36	1/2	1/2	2/2	2	1	V65(13)/V		D	I		V65(13)/V	V		65	13	V			Mm7	0	0	8, 5, 2, 4	7	4	8	1	5	0.16666666666666666	0.25	1.125	0.18181818181818182
36	36	3/4	3/4	2/2	2	1	V65/IV		D	I		V65/IV	V		65		IV			Mm7	0	0	6, 3, 0, 2		2	6	0	5	0.0	0.0	1.125	0.0
37	37	0	0	2/2	2	1	V7(139)/II{		D	I		V7(139)/II	V		7	139	II		{	Mm7	0	0	5, 9, 6, 3	8, 7	5	5	2	9	0.18181818181818182	0.375	2.0	0.15789473684210525
37	37	1/2	1/2	2/2	2	1	V7(9)/V		D	I		V7(9)/V	V		7	9	V			Mm7	0	0	4, 8, 5, 2	6	4	4	4	10	0.2857142857142857	0.5625	1.9375	0.225
38	38	0	0	2/2	2	1	V7(#11b9)/bVII		D	I		V7(#11b9)/bVII	V		7	#11b9	bVII			Mm7	0	0	1, 5, 2, -1	7, -4	1	1	7	9	0.4375	0.8333333333333334	1.6666666666666667	0.33333333333333337
38	38	1/2	1/2	2/2	2	1	V7(b10)/bVI		D	I		V7(b10)/bVI	V		7	b10	bVI			Mm7	0	0	-1, 3, 0, -3	-4	-1	-1	7	7	0.5	0.875	1.625	0.35
39	39	0	0	2/2	2	1	V7(13+9)/V		D	I		V7(13+9)/V	V		7	13+9	V			Mm7	0	0	4, 8, 5, 2	7, 6	4	4	2	12	0.14285714285714285	0.375	2.125	0.15
39	39	1/2	1/2	2/2	2	1	V7(13+9)/IV		D	I		V7(13+9)/IV	V		7	13+9	IV			Mm7	0	0	2, 6, 3, 0	5, 4	2	2	4	9	0.3076923076923077	0.5625	1.75	0.24324324324324326
40	40	0	0	2/2	2	1	V7(9)/ii|HC}	1	D	I		V7(9)/ii	V		7	9	ii	HC	}	Mm7	0	0	5, 9, 6, 3	0	5	5	6	2	0.75	2.25	1.25	0.6428571428571429
40	40	1/2	1/2	2/2	2	1	V7(9)/bII	1	D	I		V7(9)/bII	V		7	9	bII			Mm7	0	0	-2, 2, -1, -4	0	-2	-2	0	6	0.0	0.0	1.5	0.0
40	40	3/4	3/4	2/2	2	1	V7(9)/II	1	D	I		V7(9)/II	V		7	9	II			Mm7	0	0	5, 9, 6, 3	7	5	5	0	6	0.0	0.0	1.5	0.0
41	40	0	0	2/2	2	1	V7(9)/ii	2	D	I		V7(9)/ii	V		7	9	ii			Mm7	0	0	5, 9, 6, 3	0	5	5	6	2	0.75	1.75	0.75	0.7
41	40	1/2	1/2	2/2	2	1	V7(139)/IV	2	D	I		V7(139)/IV	V		7	139	IV			Mm7	0	0	2, 6, 3, 0	5, 4	2	2	3	7	0.3	0.5	2.0	0.2
42	41	0	0	2/2	2	1	V7/bII	2	D	I		V7/bII	V		7		bII			Mm7	0	0	-2, 2, -1, -4		-2	-2	3	4	0.42857142857142855	1.25	1.0	0.5555555555555556
42	41	1/2	1/2	2/2	2	1	V7(4)/II|HC}	2	D	I		V7(4)/II	V		7	4	II	HC	}	Mm7	0	0	5, 4, 6, 3		5	5	1	4	0.2	0.5	1.125	0.3076923076923077
